,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
28764,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
28834,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
28896,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28906,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
28977,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29133,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
29186,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
29200,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
29373,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
29432,0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
29487,1,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29641,0,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29674,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29737,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
30223,0,7,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
30236,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
30265,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
30515,0,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
30527,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
30564,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
30584,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
30619,0,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30629,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
30654,0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30681,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30695,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30721,1,15,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30855,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31048,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
31097,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
31132,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
31181,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
31260,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31278,0,14,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
31305,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
31335,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31390,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
31467,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
31489,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31530,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31615,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31633,0,20,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
31667,0,7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
31680,0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31697,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31769,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
31918,0,7,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
31963,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31998,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
32042,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
32165,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
32202,2,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32470,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32510,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
32529,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32539,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
32634,0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32654,1,17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
32778,0,6,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32790,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
32812,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
32853,1,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
33012,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
33178,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
33208,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
33236,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33314,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
33331,0,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
33420,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
33582,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
33641,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33999,2,15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34253,0,11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34307,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
34343,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
34498,0,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
34533,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34548,0,3,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
34582,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
34645,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34685,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
34695,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
34722,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
34759,6,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35453,0,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
35564,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
35696,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
35708,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
35914,0,10,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
35947,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
35990,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
36025,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36052,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
36077,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
36147,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
36222,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36254,2,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
36575,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36629,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
36643,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
36672,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
36916,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
36938,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
37009,1,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
37169,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
37199,0,11,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
37217,0,17,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
37228,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37260,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
37288,1,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37403,0,17,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
37476,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
37703,1,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
37850,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
37863,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
37954,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38094,0,16,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
38117,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
38132,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
38154,2,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
38439,0,16,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
38544,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
38613,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
38669,0,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
38685,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
38802,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38841,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38859,0,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
38885,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38918,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
38978,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
39010,1,17,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39184,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
39413,1,14,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39523,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
39549,0,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
39600,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39656,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39759,3,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
40195,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
40217,0,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40235,0,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
40262,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
40287,0,17,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
40313,0,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
40328,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
40341,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40384,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40393,0,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
40408,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
40494,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
40519,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
40586,0,17,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
40603,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
40697,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
40816,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
40868,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40905,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
40919,0,11,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
40934,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
40986,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41046,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
41097,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
41118,0,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
41197,3,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
41603,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
41665,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
41679,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
41701,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41781,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
41835,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
41916,1,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
42076,0,14,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
42166,1,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42300,0,14,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42328,1,20,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
42495,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
42518,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
42548,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
42596,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
43154,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43178,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
43207,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
43218,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
43280,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
43342,3,14,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
43831,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
43847,2,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
44172,0,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
44226,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44237,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
44359,0,16,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
44388,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
44458,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44481,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
44592,3,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
44937,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
44984,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45003,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
45131,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
45179,0,16,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
45249,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45880,5,8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
46428,1,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
46568,0,18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
46632,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
46669,0,12,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
46686,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
46714,0,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
46841,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
46870,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
46880,1,15,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
46959,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
46977,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
46995,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
47189,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
47211,0,16,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47224,1,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
47505,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47548,0,17,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
47565,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
47644,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
47787,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
47856,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
47865,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
47887,0,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
47898,0,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47992,0,15,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
48028,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
48112,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
48125,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
48163,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48187,0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
48220,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
48265,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
48365,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48386,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
48471,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48487,1,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
48686,2,11,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48947,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
48964,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
49062,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
49192,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
49206,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
49257,0,13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
49346,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
49403,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
49425,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
49456,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
49473,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
49490,0,17,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
49506,1,20,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
49717,0,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
49804,0,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
49840,1,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
50010,0,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
50073,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50094,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
50104,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50193,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50220,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50289,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
50361,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
50389,0,20,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
50438,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
50491,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
50517,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
50532,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50561,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
50578,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
50672,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
50712,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
50800,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
51011,0,12,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51032,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
51072,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51095,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51121,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51249,0,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51315,1,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51494,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51510,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51538,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51584,0,17,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
51669,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
51724,1,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
51923,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
51970,2,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52186,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52199,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
52272,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
52290,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
52328,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
52392,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
52419,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52569,1,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52697,0,12,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52796,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
52838,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
52864,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
53145,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
53221,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
53235,1,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
53349,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
53575,0,16,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
53668,0,13,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
53699,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
53758,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
53823,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
53863,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
53927,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
53983,0,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
54077,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
54093,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54155,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
54258,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
54280,2,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54523,0,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
54577,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
54664,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
54688,1,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
54902,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
54952,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
54975,1,16,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
55196,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
55304,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
55862,0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
55909,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
55930,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
55951,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
55997,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
56019,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
56099,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
56112,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
56294,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
56314,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
